Data = 0     0.0020 0.850620 0.733072 0.005451
Data = 1     0.0015 0.849931 0.731619 0.005416
Data = 2     0.0010 0.848823 0.730115 0.005436
Data = 3     0.0005 0.848019 0.728853 0.005441
Data = 4     -0.0000 0.846923 0.727145 0.005431
Data = 5     -0.0005 0.845942 0.725692 0.005431
Data = 6     -0.0010 0.844833 0.724073 0.005457
Data = 7     -0.0015 0.843890 0.722493 0.005431
Data = 8     -0.0020 0.842704 0.720988 0.005436
