Time,   TOPUPCC:rdEffBoostR [%],   TOPUPCC:rdCur [mA],   LINAC1C:rdHVS_C [µA],   TOPUPCC:rdCurrentB [mA],   PAHB:sDelay [ns],   CUMZD4R:rdLt10 [h],   PAHR:sCavSet [],   
08/05/2017 01:56:19.011531,   82.6482,   20.0509,   -3.47219,   -0.00198333,   1.7,   1.73126,   1550,   
08/05/2017 01:56:20.010686,   82.6482,   20.0479,   -3.47219,   -0.00283671,   1.7,   1.72878,   1550,   
08/05/2017 01:56:21.009887,   82.6482,   20.0454,   -3.47219,   -0.00192889,   1.7,   1.71789,   1550,   
08/05/2017 01:56:22.009086,   82.6482,   20.0409,   -3.6458,   -0.00172144,   1.7,   1.70276,   1550,   
08/05/2017 01:56:23.008222,   82.6482,   20.0376,   -3.47219,   -0.00307709,   1.7,   1.69108,   1550,   
08/05/2017 01:56:24.007390,   82.6482,   20.0341,   -3.47219,   -0.00910488,   1.7,   1.65388,   1550,   
08/05/2017 01:56:25.006502,   82.6482,   20.0323,   -3.47219,   -0.00099677,   1.7,   1.67911,   1550,   
08/05/2017 01:56:26.005616,   82.6482,   20.0284,   -3.47219,   -0.00257766,   1.7,   1.6945,   1550,   
08/05/2017 01:56:27.004908,   82.6482,   20.0246,   -3.47219,   -0.00374509,   1.7,   1.7365,   1600,   
08/05/2017 01:56:28.004100,   82.6482,   20.023,   -3.6458,   -0.00126267,   1.7,   1.7465,   1600,   
08/05/2017 01:56:29.003332,   82.6482,   20.023,   -3.6458,   -0.00218835,   1.7,   1.7903,   1600,   
08/05/2017 01:56:30.002482,   82.6482,   20.0209,   -3.47219,   0.000832224,   1.7,   1.80799,   1600,   
08/05/2017 01:56:31.001732,   82.6482,   20.0164,   -3.47219,   -0.00115708,   1.7,   1.81281,   1600,   
08/05/2017 01:56:32.001724,   82.6482,   20.014,   -3.47219,   -0.000748892,   1.7,   1.79464,   1600,   
08/05/2017 01:56:33.000752,   82.6482,   20.0101,   -3.6458,   -0.000513362,   1.7,   1.78933,   1600,   
08/05/2017 01:56:33.999799,   82.6482,   20.0076,   -3.47219,   -0.00221265,   1.7,   1.7179,   1600,   
08/05/2017 01:56:34.999036,   82.6482,   20.0049,   -3.47219,   -0.00105908,   1.7,   1.71442,   1600,   
08/05/2017 01:56:35.998227,   82.6482,   20.0013,   -3.47219,   -0.00310269,   1.7,   1.68943,   1600,   
08/05/2017 01:56:36.997426,   82.6482,   19.9982,   -3.6458,   -0.00396937,   1.7,   1.67345,   1600,   
08/05/2017 01:56:37.996604,   82.6482,   19.994,   -3.6458,   0.00165454,   1.7,   1.66174,   1600,   
08/05/2017 01:56:38.995611,   82.6482,   19.9929,   -3.47219,   -0.00781364,   1.7,   1.69112,   1600,   
08/05/2017 01:56:39.994812,   82.6482,   19.9899,   -3.47219,   -0.00212733,   1.7,   1.67182,   1600,   
08/05/2017 01:56:40.993845,   82.6482,   19.9838,   -3.47219,   -0.0062321,   1.7,   1.68646,   1600,   
08/05/2017 01:56:41.993018,   82.6482,   19.9801,   -3.6458,   -0.00482462,   1.7,   1.70749,   1600,   
08/05/2017 01:56:42.992218,   82.6482,   19.9757,   -3.29865,   0.000784407,   1.7,   1.70687,   1600,   
08/05/2017 01:56:43.992157,   82.6482,   19.9727,   -3.47219,   -8.40436e-05,   1.7,   1.69674,   1600,   
08/05/2017 01:56:44.991354,   82.6482,   19.9727,   -3.47219,   2.2922e-05,   1.7,   1.73847,   1600,   
08/05/2017 01:56:45.990417,   82.6482,   19.9697,   -3.47219,   -0.00205553,   1.7,   1.74401,   1600,   
08/05/2017 01:56:46.989593,   82.6482,   19.9667,   -3.47219,   -5.74984e-05,   1.7,   1.74124,   1650,   
08/05/2017 01:56:47.989019,   82.6482,   19.9626,   -3.6458,   -0.000819912,   1.7,   1.75861,   1650,   
08/05/2017 01:56:48.988254,   82.6482,   19.9608,   -3.6458,   0.00162064,   1.7,   1.78924,   1650,   
08/05/2017 01:56:49.987456,   82.6482,   19.9569,   -3.47219,   -0.00385731,   1.7,   1.75459,   1650,   
08/05/2017 01:56:50.986533,   82.6482,   19.9546,   -3.47219,   -0.000307226,   1.7,   1.7651,   1650,   
08/05/2017 01:56:51.986421,   82.6482,   19.9526,   -3.47219,   -0.000609848,   1.7,   1.79748,   1650,   
08/05/2017 01:56:52.985465,   82.6482,   19.9485,   -3.47219,   -0.00273123,   1.7,   1.74772,   1650,   
08/05/2017 01:56:53.984568,   82.6482,   19.945,   -3.6458,   -0.00294297,   1.7,   -1.43384,   1650,   
08/05/2017 01:56:54.983645,   82.6482,   20.096,   -3.47219,   0.774437,   1.7,   -0.336782,   1650,   
08/05/2017 01:56:55.983136,   81.8417,   20.1891,   -3.47219,   0.766999,   1.7,   -0.213999,   1650,   
08/05/2017 01:56:56.982200,   81.8417,   20.1855,   -3.47219,   0.76512,   1.7,   -0.172085,   1650,   
08/05/2017 01:56:57.981289,   81.8417,   20.1836,   -3.47219,   0.718774,   1.7,   -0.156859,   1650,   
08/05/2017 01:56:58.980524,   81.8417,   20.1794,   -3.47219,   -0.00161867,   1.7,   -0.157267,   1650,   
08/05/2017 01:56:59.980528,   81.8417,   20.1768,   -3.6458,   -0.000836202,   1.7,   -0.173105,   1650,   
08/05/2017 01:57:00.979544,   81.8417,   20.1739,   -3.6458,   -6.2939e-05,   1.7,   -0.215597,   1650,   
08/05/2017 01:57:01.978673,   81.8417,   20.1704,   -3.47219,   0.000628294,   1.7,   -0.340661,   1650,   
08/05/2017 01:57:02.977900,   81.8417,   20.1682,   -3.6458,   -0.00237265,   1.7,   -1.46857,   1650,   
08/05/2017 01:57:03.977116,   81.8417,   20.1654,   -3.6458,   -0.00237265,   1.7,   1.70042,   1650,   
08/05/2017 01:57:04.976557,   81.8417,   20.1626,   -3.6458,   -0.00327802,   1.7,   1.67651,   1650,   
08/05/2017 01:57:05.975733,   81.8417,   20.1576,   -3.6458,   -0.00142264,   1.7,   1.64638,   1650,   
08/05/2017 01:57:06.974810,   81.8417,   20.1548,   -3.47219,   -0.00142264,   1.7,   1.66909,   1700,   
08/05/2017 01:57:07.974027,   81.8417,   20.1515,   -3.6458,   -0.00183756,   1.7,   1.66743,   1700,   
08/05/2017 01:57:08.973081,   81.8417,   20.1494,   -3.6458,   -0.000401038,   1.7,   1.63866,   1700,   
08/05/2017 01:57:09.973061,   81.8417,   20.1464,   -3.6458,   -0.00350246,   1.7,   1.65787,   1700,   
08/05/2017 01:57:10.972075,   81.8417,   20.1437,   -3.6458,   -0.00294583,   1.7,   1.66146,   1700,   
08/05/2017 01:57:11.971960,   81.8417,   20.1395,   -3.47219,   0.000733439,   1.7,   1.6892,   1700,   
08/05/2017 01:57:12.971890,   81.8417,   20.1361,   -3.47219,   -0.00484072,   1.7,   1.72876,   1700,   
08/05/2017 01:57:13.970959,   81.8417,   20.1339,   -3.47219,   -0.00425322,   1.7,   1.7389,   1700,   
08/05/2017 01:57:14.970888,   81.8417,   20.1308,   -3.6458,   -0.00662753,   1.7,   1.72594,   1700,   
08/05/2017 01:57:15.969991,   81.8417,   20.1274,   -3.6458,   -0.000164768,   1.7,   1.70377,   1700,   
08/05/2017 01:57:16.969034,   81.8417,   20.1238,   -3.47219,   -0.00652432,   1.7,   1.71089,   1700,   
08/05/2017 01:57:17.968081,   81.8417,   20.1206,   -3.47219,   -0.00272595,   1.7,   1.73385,   1700,   
08/05/2017 01:57:18.967712,   81.8417,   20.118,   -3.6458,   -0.00085879,   1.7,   1.70317,   1700,   
08/05/2017 01:57:19.966776,   81.8417,   20.1142,   -3.6458,   -0.00125691,   1.7,   1.71933,   1700,   
08/05/2017 01:57:20.965954,   81.8417,   20.1106,   -3.47219,   -0.000565935,   1.7,   1.68546,   1700,   
08/05/2017 01:57:21.965037,   81.8417,   20.1085,   -3.47219,   -0.000225243,   1.7,   1.69944,   1700,   
08/05/2017 01:57:22.964110,   81.8417,   20.1041,   -3.47219,   -0.000994886,   1.7,   1.69851,   1700,   
08/05/2017 01:57:23.963289,   81.8417,   20.0997,   -3.47219,   -0.000994886,   1.7,   1.70763,   1700,   
08/05/2017 01:57:24.962355,   81.8417,   20.0969,   -3.6458,   0.000621984,   1.7,   1.70771,   1700,   
08/05/2017 01:57:25.961464,   81.8417,   20.0935,   -3.6458,   -0.000319105,   1.7,   1.69628,   1700,   
08/05/2017 01:57:26.960756,   81.8417,   20.0928,   -3.6458,   -0.000951553,   1.7,   1.69064,   1750,   
08/05/2017 01:57:27.959862,   81.8417,   20.0899,   -3.47219,   -0.00331763,   1.7,   1.70477,   1750,   
08/05/2017 01:57:28.959817,   81.8417,   20.0861,   -3.47219,   0.00122523,   1.7,   1.68008,   1750,   
08/05/2017 01:57:29.958945,   81.8417,   20.082,   -3.6458,   -0.00423953,   1.7,   1.67159,   1750,   
08/05/2017 01:57:30.958017,   81.8417,   20.0782,   -3.6458,   -0.00125949,   1.7,   1.68659,   1750,   
08/05/2017 01:57:31.957220,   81.8417,   20.0764,   -3.47219,   -0.00330811,   1.7,   1.65968,   1750,   
08/05/2017 01:57:32.956560,   81.8417,   20.0718,   -3.6458,   -0.000874094,   1.7,   1.64532,   1750,   
08/05/2017 01:57:33.955762,   81.8417,   20.0685,   -3.47219,   0.000879559,   1.7,   1.63431,   1750,   
08/05/2017 01:57:34.955288,   81.8417,   20.0647,   -3.47219,   -0.000884228,   1.7,   1.67636,   1750,   
08/05/2017 01:57:35.954312,   81.8417,   20.0628,   -3.6458,   -0.00174801,   1.7,   1.71924,   1750,   
08/05/2017 01:57:36.953590,   81.8417,   20.0596,   -3.6458,   -0.00131217,   1.7,   1.73837,   1750,   
08/05/2017 01:57:37.952793,   81.8417,   20.0565,   -3.47219,   -0.00110296,   1.7,   1.75075,   1750,   
08/05/2017 01:57:38.951992,   81.8417,   20.0533,   -3.47219,   -0.00110296,   1.7,   1.7661,   1750,   
08/05/2017 01:57:39.951135,   81.8417,   20.0513,   -3.47219,   0.00145896,   1.7,   1.77598,   1750,   
08/05/2017 01:57:40.950337,   81.8417,   20.0475,   -3.6458,   0.00364743,   1.7,   1.78702,   1750,   
08/05/2017 01:57:41.950067,   81.8417,   20.0432,   -3.6458,   -0.00168924,   1.7,   1.76524,   1750,   
08/05/2017 01:57:42.949096,   81.8417,   20.04,   -3.47219,   -0.00273853,   1.7,   1.71563,   1750,   
08/05/2017 01:57:43.948179,   81.8417,   20.0373,   -3.47219,   0.000665747,   1.7,   1.66634,   1750,   
08/05/2017 01:57:44.947262,   81.8417,   20.0332,   -3.47219,   -8.40586e-05,   1.7,   1.65192,   1750,   
08/05/2017 01:57:45.946290,   81.8417,   20.0296,   -3.6458,   -0.000848951,   1.7,   1.68461,   1750,   
08/05/2017 01:57:46.945361,   81.8417,   20.0268,   -3.6458,   -0.00142261,   1.7,   1.67596,   1800,   
08/05/2017 01:57:47.944554,   81.8417,   20.0235,   -3.6458,   -0.000117958,   1.7,   1.68931,   1800,   
08/05/2017 01:57:48.943729,   81.8417,   20.0202,   -3.47219,   -0.00339314,   1.7,   1.64192,   1800,   
08/05/2017 01:57:49.942825,   81.8417,   20.0172,   -3.6458,   0.000820781,   1.7,   1.66265,   1800,   
08/05/2017 01:57:50.942028,   81.8417,   20.0132,   -3.47219,   -0.00337833,   1.7,   1.64547,   1800,   
08/05/2017 01:57:51.941968,   81.8417,   20.0103,   -3.47219,   -0.00371595,   1.7,   1.66626,   1800,   
08/05/2017 01:57:52.941108,   81.8417,   20.0077,   -3.47219,   -0.00141891,   1.7,   1.6644,   1800,   
08/05/2017 01:57:53.940373,   81.8417,   20.0037,   -3.47219,   -0.00551081,   1.7,   1.66204,   1800,   
08/05/2017 01:57:54.939439,   81.8417,   20.0006,   -3.47219,   -0.000166828,   1.7,   1.66155,   1800,   
08/05/2017 01:57:55.938541,   81.8417,   19.9992,   -3.47219,   -0.0050856,   1.7,   1.6736,   1800,   
08/05/2017 01:57:56.937667,   81.8417,   19.9943,   -3.6458,   -0.00353885,   1.7,   1.70922,   1800,   
08/05/2017 01:57:57.937274,   81.8417,   19.9904,   -3.6458,   0.00105119,   1.7,   1.75354,   1800,   
08/05/2017 01:57:58.936460,   81.8417,   19.9889,   -3.47219,   -0.00808976,   1.7,   1.72686,   1800,   
08/05/2017 01:57:59.935507,   81.8417,   19.9868,   -3.47219,   -0.000538716,   1.7,   1.78977,   1800,   
08/05/2017 01:58:00.934689,   81.8417,   19.9839,   -3.6458,   -0.00497789,   1.7,   1.812,   1800,   
08/05/2017 01:58:01.933915,   81.8417,   19.9794,   -3.6458,   -0.000405546,   1.7,   1.83643,   1800,   
08/05/2017 01:58:02.933094,   81.8417,   19.977,   -3.47219,   -0.00195103,   1.7,   1.83544,   1800,   
08/05/2017 01:58:03.933045,   81.8417,   19.9732,   -3.47219,   0.000497104,   1.7,   -1.39915,   1800,   
08/05/2017 01:58:04.933042,   81.8417,   20.1949,   -3.47219,   0.748186,   1.7,   -0.335819,   1800,   
08/05/2017 01:58:05.932078,   82.0398,   20.2185,   -3.47219,   0.76424,   1.7,   -0.213863,   1800,   
08/05/2017 01:58:06.931279,   82.0398,   20.2157,   -3.47219,   0.734544,   1.7,   -0.172119,   1850,   
08/05/2017 01:58:07.930503,   82.0398,   20.2121,   -3.6458,   0.740198,   1.7,   -0.157082,   1850,   
08/05/2017 01:58:08.929700,   82.0398,   20.2098,   -3.47219,   -0.00114797,   1.7,   -0.157665,   1850,   
08/05/2017 01:58:09.929324,   82.0398,   20.2046,   -3.47219,   -0.00459889,   1.7,   -0.173608,   1850,   
08/05/2017 01:58:10.928481,   82.0398,   20.2014,   -3.6458,   -0.0025181,   1.7,   -0.216846,   1850,   
08/05/2017 01:58:11.928026,   82.0398,   20.1988,   -3.6458,   -0.00355207,   1.7,   -0.345459,   1850,   
08/05/2017 01:58:12.927516,   82.0398,   20.1942,   -3.47219,   -0.00102798,   1.7,   -1.59186,   1850,   
08/05/2017 01:58:13.927314,   82.0398,   20.1914,   -3.47219,   0.000155335,   1.7,   1.54287,   1850,   
08/05/2017 01:58:14.927132,   82.0398,   20.1872,   -3.47219,   0.00116078,   1.7,   1.52632,   1850,   
08/05/2017 01:58:15.927087,   82.0398,   20.1834,   -3.47219,   -0.00490125,   1.7,   1.49371,   1850,   
08/05/2017 01:58:16.926210,   82.0398,   20.1799,   -3.47219,   -0.000239779,   1.7,   1.47973,   1850,   
08/05/2017 01:58:17.925297,   82.0398,   20.1785,   -3.6458,   -0.000931724,   1.7,   1.46751,   1850,   
08/05/2017 01:58:18.924549,   82.0398,   20.1729,   -3.6458,   -0.00241682,   1.7,   1.46167,   1850,   
08/05/2017 01:58:19.923638,   82.0398,   20.1684,   -3.47219,   -0.00242052,   1.7,   1.46199,   1850,   
08/05/2017 01:58:20.922797,   82.0398,   20.1669,   -3.6458,   -0.00119629,   1.7,   1.4719,   1850,   
08/05/2017 01:58:21.922008,   82.0398,   20.1625,   -3.6458,   -0.00286086,   1.7,   1.46402,   1850,   
08/05/2017 01:58:22.921074,   82.0398,   20.1596,   -3.6458,   -0.00216973,   1.7,   1.47352,   1850,   
08/05/2017 01:58:23.920129,   82.0398,   20.1557,   -3.6458,   -0.00304505,   1.7,   1.50585,   1850,   
08/05/2017 01:58:24.919317,   82.0398,   20.1515,   -3.6458,   0.000731154,   1.7,   1.53946,   1850,   
08/05/2017 01:58:25.918416,   82.0398,   20.1489,   -3.47219,   -0.00113107,   1.7,   1.54358,   1850,   
08/05/2017 01:58:26.917457,   82.0398,   20.1463,   -3.6458,   -0.00255484,   1.7,   1.55894,   1900,   
08/05/2017 01:58:27.916671,   82.0398,   20.1422,   -3.6458,   -0.00305732,   1.7,   1.55967,   1900,   
08/05/2017 01:58:28.916006,   82.0398,   20.1382,   -3.6458,   0.00075356,   1.7,   1.55264,   1900,   
08/05/2017 01:58:29.915564,   82.0398,   20.135,   -3.6458,   0.00075356,   1.7,   1.55815,   1900,   
08/05/2017 01:58:30.914616,   82.0398,   20.1316,   -3.47219,   0.000690461,   1.7,   1.54488,   1900,   
08/05/2017 01:58:31.914186,   82.0398,   20.1266,   -3.47219,   -0.00159189,   1.7,   1.54094,   1900,   
08/05/2017 01:58:32.913918,   82.0398,   20.1242,   -3.47219,   -0.00358538,   1.7,   1.57141,   1900,   
08/05/2017 01:58:33.913880,   82.0398,   20.1207,   -3.6458,   0.00210892,   1.7,   1.56955,   1900,   
08/05/2017 01:58:34.913134,   82.0398,   20.1174,   -3.47219,   -0.000480524,   1.7,   1.58599,   1900,   
08/05/2017 01:58:35.912297,   82.0398,   20.1128,   -3.47219,   -0.00473381,   1.7,   1.59053,   1900,   
08/05/2017 01:58:36.911412,   82.0398,   20.1095,   -3.47219,   0.000730993,   1.7,   1.58064,   1900,   
08/05/2017 01:58:37.910436,   82.0398,   20.1051,   -3.47219,   0.000909024,   1.7,   1.58363,   1900,   
08/05/2017 01:58:38.909833,   82.0398,   20.1013,   -3.81947,   -0.00496694,   1.7,   1.54594,   1900,   
08/05/2017 01:58:39.909718,   82.0398,   20.0988,   -3.81947,   -0.00313022,   1.7,   1.5378,   1900,   
08/05/2017 01:58:40.908919,   82.0398,   20.0959,   -3.47219,   -0.00519225,   1.7,   1.52558,   1900,   
08/05/2017 01:58:41.908197,   82.0398,   20.0909,   -3.29865,   -0.00519225,   1.7,   1.50409,   1900,   
08/05/2017 01:58:42.907765,   82.0398,   20.0886,   -3.6458,   -0.000235176,   1.7,   1.50253,   1900,   
08/05/2017 01:58:43.906989,   82.0398,   20.0856,   -3.47219,   0.000964591,   1.7,   1.46803,   1900,   
08/05/2017 01:58:44.906196,   82.0398,   20.0795,   -3.47219,   -8.41548e-05,   1.7,   1.48542,   1900,   
08/05/2017 01:58:45.905293,   82.0398,   20.0763,   -3.6458,   -0.00400125,   1.7,   1.4884,   1900,   
08/05/2017 01:58:46.904688,   82.0398,   20.0727,   -3.47219,   5.82391e-05,   1.7,   1.50406,   1950,   
08/05/2017 01:58:47.903985,   82.0398,   20.0695,   -3.47219,   0.000238138,   1.7,   1.56082,   1950,   
08/05/2017 01:58:48.903264,   82.0398,   20.0661,   -3.47219,   -0.00163776,   1.7,   1.57342,   1950,   
08/05/2017 01:58:49.903170,   82.0398,   20.0625,   -3.47219,   -0.00114784,   1.7,   1.56903,   1950,   
08/05/2017 01:58:50.902322,   82.0398,   20.0593,   -3.6458,   -0.00289934,   1.7,   1.54897,   1950,   
08/05/2017 01:58:51.901626,   82.0398,   20.0564,   -3.47219,   -0.00306356,   1.7,   1.55166,   1950,   
08/05/2017 01:58:52.901287,   82.0398,   20.0516,   -3.47219,   -0.00671592,   1.7,   1.52959,   1950,   
08/05/2017 01:58:53.901211,   82.0398,   20.0488,   -3.6458,   -0.00121316,   1.7,   1.50379,   1950,   
08/05/2017 01:58:54.900418,   82.0398,   20.0454,   -3.6458,   -0.00152966,   1.7,   1.47568,   1950,   
08/05/2017 01:58:55.899440,   82.0398,   20.0419,   -3.47219,   -0.00829584,   1.7,   1.43776,   1950,   
08/05/2017 01:58:56.898821,   82.0398,   20.0384,   -3.47219,   -0.00422214,   1.7,   1.4351,   1950,   
08/05/2017 01:58:57.898064,   82.0398,   20.0345,   -3.47219,   -0.00241747,   1.7,   1.48318,   1950,   
08/05/2017 01:58:58.897278,   82.0398,   20.0309,   -3.6458,   -0.00122652,   1.7,   1.54852,   1950,   
08/05/2017 01:58:59.896433,   82.0398,   20.0276,   -3.6458,   -0.00041369,   1.7,   1.57209,   1950,   
08/05/2017 01:59:00.895889,   82.0398,   20.0247,   -3.6458,   0.0016065,   1.7,   1.55989,   1950,   
08/05/2017 01:59:01.895016,   82.0398,   20.021,   -3.47219,   -0.00211574,   1.7,   1.60771,   1950,   
08/05/2017 01:59:02.894108,   82.0398,   20.018,   -3.47219,   -0.00135024,   1.7,   1.63573,   1950,   
08/05/2017 01:59:03.893528,   82.0398,   20.015,   -3.47219,   -0.00180275,   1.7,   1.66339,   1950,   
08/05/2017 01:59:04.892785,   82.0398,   20.012,   -3.6458,   -0.00393942,   1.7,   1.66713,   1950,   
08/05/2017 01:59:05.891830,   82.0398,   20.0079,   -3.6458,   -0.000291415,   1.7,   1.63032,   1950,   
08/05/2017 01:59:06.891027,   82.0398,   20.0055,   -3.47219,   -9.27185e-05,   1.7,   1.62517,   1950,   
08/05/2017 01:59:07.890990,   82.0398,   20.0015,   -3.47219,   -0.00246334,   1.7,   1.58236,   2000,   
08/05/2017 01:59:08.890252,   82.0398,   19.9986,   -3.6458,   0.000605952,   1.7,   1.58397,   2000,   
08/05/2017 01:59:09.889280,   82.0398,   19.9946,   -3.6458,   0.000454126,   1.7,   1.55731,   2000,   
08/05/2017 01:59:10.889276,   82.0398,   19.9909,   -3.6458,   -0.00119474,   1.7,   1.53849,   2000,   
08/05/2017 01:59:11.889173,   82.0398,   19.9891,   -3.6458,   0.000231409,   1.7,   1.55099,   2000,   
08/05/2017 01:59:12.888510,   82.0398,   19.9862,   -3.47219,   -0.00147976,   1.7,   1.58593,   2000,   
08/05/2017 01:59:13.888028,   82.0398,   19.9821,   -3.6458,   -0.000461112,   1.7,   1.60234,   2000,   
08/05/2017 01:59:14.887450,   82.0398,   19.9774,   -3.47219,   -0.000856774,   1.7,   1.62041,   2000,   
08/05/2017 01:59:15.886682,   82.0398,   19.9744,   -3.6458,   0.00123254,   1.7,   1.63654,   2000,   
08/05/2017 01:59:16.886641,   82.0398,   19.9719,   -3.6458,   0.000207006,   1.7,   1.67926,   2000,   
08/05/2017 01:59:17.885713,   82.0398,   19.9673,   -3.6458,   6.0041e-05,   1.7,   1.67479,   2000,   
08/05/2017 01:59:18.884767,   82.0398,   19.9642,   -3.47219,   -0.00160155,   1.7,   1.6969,   2000,   
08/05/2017 01:59:19.883939,   82.0398,   19.9608,   -3.6458,   0.00207388,   1.7,   1.70997,   2000,   
08/05/2017 01:59:20.883063,   82.0398,   19.9566,   -3.6458,   -0.000299627,   1.7,   1.67984,   2000,   
08/05/2017 01:59:21.882247,   82.0398,   19.954,   -3.6458,   -0.00298886,   1.7,   1.70202,   2000,   
08/05/2017 01:59:22.881434,   82.0398,   19.9506,   -3.47219,   0.000256156,   1.7,   1.75921,   2000,   
08/05/2017 01:59:23.880684,   82.0398,   19.9466,   -3.47219,   -0.00184184,   1.7,   -1.45278,   2000,   
08/05/2017 01:59:24.879705,   82.0398,   20.1919,   -3.6458,   0.771982,   1.7,   -0.342615,   2000,   
08/05/2017 01:59:25.879647,   80.6628,   20.1894,   -3.6458,   0.76829,   1.7,   -0.217917,   2000,   
08/05/2017 01:59:26.879283,   80.6628,   20.1862,   -3.47219,   0.708199,   1.7,   -0.175445,   2000,   
08/05/2017 01:59:27.878489,   80.6628,   20.1836,   -3.6458,   0.795984,   1.7,   -0.15985,   2000,   
08/05/2017 01:59:28.877681,   80.6628,   20.1805,   -3.47219,   -0.0032302,   1.7,   -0.160222,   2000,   
08/05/2017 01:59:29.876725,   80.6628,   20.1773,   -3.6458,   -0.00546009,   1.7,   -0.176379,   2000,   
08/05/2017 01:59:30.876724,   80.6628,   20.1729,   -3.6458,   -0.00509188,   1.7,   -0.220795,   2000,   
08/05/2017 01:59:31.875920,   80.6628,   20.1717,   -3.6458,   -0.00272288,   1.7,   -0.350937,   2000,   
08/05/2017 01:59:32.875773,   80.6628,   20.1675,   -3.6458,   -0.00231847,   1.7,   -1.55997,   2000,   
08/05/2017 01:59:33.875754,   80.6628,   20.1643,   -3.47219,   -0.00045947,   1.7,   1.68069,   2000,   
08/05/2017 01:59:34.874952,   80.6628,   20.16,   -3.6458,   -0.00289113,   1.7,   1.69248,   2000,   
08/05/2017 01:59:35.874918,   80.6628,   20.1564,   -3.6458,   -0.00184654,   1.7,   1.67085,   2000,   
08/05/2017 01:59:36.874141,   80.6628,   20.154,   -3.6458,   -0.00130863,   1.7,   1.66439,   2000,   
08/05/2017 01:59:37.873497,   80.6628,   20.1493,   -3.6458,   -0.00176234,   1.7,   1.71007,   2000,   
08/05/2017 01:59:38.872552,   80.6628,   20.1468,   -3.6458,   2.44671e-05,   1.7,   1.71395,   2000,   
08/05/2017 01:59:39.872216,   80.6628,   20.1438,   -3.6458,   0.000761383,   1.7,   1.69155,   2000,   
08/05/2017 01:59:40.872172,   80.6628,   20.1418,   -3.81947,   -0.00397565,   1.7,   1.66066,   2000,   
08/05/2017 01:59:41.871267,   80.6628,   20.1381,   -3.6458,   0.00179003,   1.7,   1.6186,   2000,   
08/05/2017 01:59:42.870502,   80.6628,   20.1337,   -3.6458,   0.000947979,   1.7,   1.5918,   2000,   
08/05/2017 01:59:43.869684,   80.6628,   20.1316,   -3.6458,   0.00143752,   1.7,   1.60308,   2000,   
08/05/2017 01:59:44.868984,   80.6628,   20.129,   -3.47219,   -0.000267112,   1.7,   1.61119,   2000,   
08/05/2017 01:59:45.868591,   80.6628,   20.1248,   -3.81947,   0.000335852,   1.7,   1.60464,   2000,   
08/05/2017 01:59:46.867804,   80.6628,   20.1217,   -3.6458,   -0.00233148,   1.7,   1.61868,   2000,   
08/05/2017 01:59:47.866872,   80.6628,   20.1194,   -3.81947,   -0.00557022,   1.7,   1.6672,   2000,   
08/05/2017 01:59:48.866052,   80.6628,   20.1144,   -3.6458,   4.87418e-05,   1.7,   1.69577,   2000,   
08/05/2017 01:59:49.865195,   80.6628,   20.1113,   -3.6458,   -0.000741902,   1.7,   1.69887,   2000,   
08/05/2017 01:59:50.864681,   80.6628,   20.1087,   -3.47219,   -0.00398048,   1.7,   1.66644,   2000,   
08/05/2017 01:59:51.863928,   80.6628,   20.1038,   -3.81947,   -0.010429,   1.7,   1.61505,   2000,   
08/05/2017 01:59:52.863135,   80.6628,   20.1016,   -3.6458,   -0.00720746,   1.7,   1.56461,   2000,   
08/05/2017 01:59:53.862173,   80.6628,   20.0972,   -3.6458,   -0.00150892,   1.7,   1.56863,   2000,   
08/05/2017 01:59:54.861344,   80.6628,   20.0927,   -3.47219,   0.000708972,   1.7,   1.56083,   2000,   
08/05/2017 01:59:55.860417,   80.6628,   20.0883,   -3.6458,   -0.00672574,   1.7,   1.54785,   2000,   
08/05/2017 01:59:56.859596,   80.6628,   20.0843,   -3.6458,   -0.00351003,   1.7,   1.53684,   2000,   
08/05/2017 01:59:57.858786,   80.6628,   20.0823,   -3.6458,   -0.00604389,   1.7,   1.53372,   2000,   
08/05/2017 01:59:58.858020,   80.6628,   20.0783,   -3.47219,   -0.0023618,   1.7,   1.52143,   2000,   
08/05/2017 01:59:59.857178,   80.6628,   20.0753,   -3.6458,   0.000288135,   1.7,   1.52631,   2000,   
08/05/2017 02:00:00.856385,   80.6628,   20.0711,   -3.6458,   -0.00590607,   1.7,   1.51348,   2000,   
08/05/2017 02:00:01.855579,   80.6628,   20.0679,   -3.81947,   -0.00292304,   1.7,   1.49229,   2000,   
08/05/2017 02:00:02.855211,   80.6628,   20.0645,   -3.6458,   0.00111735,   1.7,   1.47004,   2000,   
08/05/2017 02:00:03.854414,   80.6628,   20.0615,   -3.6458,   -0.0013212,   1.7,   1.48074,   2000,   
08/05/2017 02:00:04.853644,   80.6628,   20.0561,   -3.6458,   -0.000274227,   1.7,   1.47509,   2000,   
08/05/2017 02:00:05.853040,   80.6628,   20.0543,   -3.6458,   -0.00775487,   1.7,   1.49527,   2000,   
08/05/2017 02:00:06.852402,   80.6628,   20.0489,   -3.6458,   -0.00240619,   1.7,   1.50024,   2000,   
08/05/2017 02:00:07.851638,   80.6628,   20.0462,   -3.81947,   -0.00405953,   1.7,   1.50244,   2000,   
08/05/2017 02:00:08.851640,   80.6628,   20.0408,   -3.81947,   0.000198218,   1.7,   1.50009,   2000,   
